סמל יישוב,שם יישוב,NAME OF LOCALITY,צורת יישוב,אוכלוסיית המדד 2021[1],ערך מדד 2021[2],דירוג 2021[3] , אשכול 2021[4], אשכול 2019[4]
CODE OF LOCALITY,,,TYPE OF LOCALITY,INDEX POPULATION 2021[1],INDEX VALUE 2021[2],RANK 2021[3] , CLUSTER 2021[4] , CLUSTER 2019[4]
539,רומאנה,Rummane,450,"1,262",-1.424,29,2,2
528,עוזייר,Uzeir,290,"3,431",-1.410,30,2,2
997,רומת הייב,Rumat Heib,290,"2,152",-1.154,49,2,2
993,חמאם,Hamam,450,"1,558",-0.804,81,3,3
1346,תרבין א-צאנע (יישוב),Tarabin As-Sani,450,"1,234",-3.506,1,1,1
1360,סעוה,Sa'Wa,290,"2,145",-2.815,5,1,1
1358,אום בטין,Umm Batin,290,"4,697",-2.609,6,1,1
1343,מכחול,Makchul,450,"1,123",-2.535,7,1,1
1359,אל סייד,Al Sayyid,280,"6,281",-2.068,15,1,1
1367,כחלה,Kochlea,450,455,-1.160,48,2,2
1349,דריג'את,Derig'at,450,"1,307",-0.988,64,3,2
360,"גבעת ניל""י",Giv'at Nili,310,715,1.020,673,7,7
679,אביאל,Avi'el,310,820,1.159,735,8,8
773,עמיקם,Ammiqam,310,739,1.392,836,8,8
1366,נווה,Nave,310,"1,325",-1.280,40,2,2
399,בארי,Be'eri,330,"1,047",-0.951,67,3,3
1363,בני נצרים,Bne Netsarim,310,902,-0.554,118,4,4
413,צאלים,Ze'elim,330,470,-0.415,137,4,5
1085,כרם שלום,Kerem Shalom,330,194,-0.127,190,5,5
1239,חולית,Holit,330,202,-0.097,197,5,7
1364,שלומית,Shlomit,370,443,-0.015,221,5,5
695,מגן,Magen,330,537,0.035,230,5,5
403,אורים,Urim,330,504,0.077,240,6,6
69,ניר עוז,Nir Oz,330,393,0.140,254,6,6
1311,אבשלום,Avshalom,370,345,0.221,285,6,6
713,רעים,Re'im,330,433,0.264,310,6,5
352,גבולות,Gevulot,330,399,0.385,360,7,7
402,ניר יצחק,Nir Yizhaq,330,649,0.393,365,7,6
676,עין השלושה,En HaShelosha,330,296,0.419,380,7,6
1136,צוחר,Zohar,350,475,0.564,444,7,7
1051,תלמי אליהו,Talme Eliyyahu,310,321,0.586,449,7,7
840,כיסופים,Kissufim,330,292,0.669,495,7,6
1241,דקל,Deqel,310,381,0.683,504,7,7
602,נירים,Nirim,330,407,0.730,525,7,7
829,מבטחים,Mivtahim,310,463,0.753,543,7,7
1231,פרי גן,Peri Gan,310,252,0.795,562,7,7
1238,סופה,Sufa,330,227,0.906,620,7,7
1227,יתד,Yated,310,563,0.911,624,7,8
1046,אוהד,Ohad,310,413,1.032,679,7,7
1223,שדי אברהם,Sede Avraham,310,367,1.209,762,8,8
1232,יבול,Yevul,310,352,1.216,766,8,8
916,ישע,Yesha,310,429,1.321,806,8,9
1237,תלמי יוסף,Talme Yosef,310,339,1.363,822,8,8
1240,עין הבשור,En HaBesor,310,"1,114",1.371,828,8,9
318,עמיעוז,Ammi'oz,310,208,1.388,834,8,8
1058,שדה ניצן,Sede Nizzan,310,387,1.655,915,9,9
2006,כנות,Kannot,340,441,-1.930,19,2,1
739,שדה עוזיהו,Sede Uzziyyahu,310,"1,585",-0.136,187,5,5
2011,ינון,Yinnon,310,"1,215",0.374,355,7,6
817,עזריקם,Azriqam,310,"1,530",0.386,361,7,6
763,שתולים,Shetulim,191,"2,121",0.389,362,7,6
793,גבעתי,Giv'ati,310,"1,071",0.479,402,7,7
700,חצב,Hazav,310,"1,518",0.778,553,7,7
756,בית עזרא,Bet Ezra,310,"1,104",0.857,593,7,7
772,אמונים,Emunim,310,"1,011",0.885,611,7,7
1157,אחווה,Ahawa,350,157,0.963,649,7,8
1149,עזר,Ezer,350,811,0.976,654,7,8
406,חצור-אשדוד,Hazor-Ashdod,330,654,1.037,682,7,8
690,כפר אחים,Kefar Ahim,310,892,1.082,698,8,8
727,תלמי יחיאל,Talme Yehi'el,310,"1,022",1.196,752,8,7
320,כפר ורבורג,Kefar Warburg,310,"1,161",1.243,777,8,8
593,ערוגות,Arugot,310,"1,144",1.281,794,8,9
827,נווה מבטח,Newe Mivtah,310,691,1.308,801,8,9
2012,אורות,Orot,310,472,1.322,808,8,8
819,אביגדור,Avigedor,310,807,1.438,852,8,9
155,באר טוביה,Be'er Toviyya,310,"1,294",1.457,854,8,8
553,ניר בנים,Nir Banim,310,726,1.543,882,9,9
163,תימורים,Timmorim,320,743,1.715,937,9,9
234,ביצרון,Bizzaron,310,"1,248",1.741,949,9,9
475,דחי,Dahi,450,711,-0.915,72,3,3
512,כפר מצר,Kafar Misr,290,"2,801",-0.822,80,3,3
523,ניין,Nein,450,"1,959",-0.736,97,3,3
526,סולם,Sulam,290,"2,659",-0.694,101,3,3
1265,שומרייה,Shomeriyya,330,828,-0.725,98,3,3
397,חצרים,Hazerim,330,857,-0.246,163,5,5
2060,ברוש,Berosh,310,595,0.526,426,7,6
2061,תדהר,Tidhar,310,701,0.798,564,7,7
1198,כרמים,Keramim,330,526,0.854,590,7,7
396,נבטים,Nevatim,310,"1,068",0.861,596,7,7
2062,תאשור,Te'ashur,310,460,0.973,652,7,7
394,שובל,Shoval,330,869,1.204,757,8,8
2023,להב,Lahav,330,657,1.308,800,8,8
395,משמר הנגב,Mishmar HaNegev,330,"1,084",1.319,804,8,8
849,דבירה,Devira,330,"1,045",1.396,838,8,9
1344,גבעות בר,Geva'ot Bar,370,"1,308",1.437,851,8,9
598,בית קמה,Bet Qama,330,"1,420",1.584,891,9,9
144,גן שלמה,Gan Shelomo,330,591,1.087,702,8,8
562,בית אלעזרי,Bet El'azari,310,"1,576",1.186,747,8,8
147,גבעת ברנר,Giv'at Brenner,193,"2,694",1.229,770,8,8
615,קדרון,Qidron,310,"1,615",1.549,885,9,9
685,בניה,Benaya,310,764,1.639,912,9,9
196,גיבתון,Gibbeton,350,390,1.700,929,9,9
1072,גן הדרום,Gan HaDarom,310,633,1.301,799,8,8
857,כפר אביב,Kefar Aviv,310,823,1.607,903,9,9
764,כפר מרדכי,Kefar Mordekhay,310,657,1.730,945,9,9
765,משגב דב,Misgav Dov,310,714,1.806,959,9,9
555,שדמה,Shedema,310,586,1.836,965,9,9
731,מישר,Meshar,310,811,1.881,972,9,10
591,עשרת,Aseret,350,969,2.090,991,9,10
4006,קשת,Qeshet,320,862,-0.750,94,3,3
4005,חספין,Haspin,190,"2,070",-0.666,105,3,3
4017,אלוני הבשן,Allone HaBashan,320,472,-0.434,133,4,4
4014,נטור,Natur,310,910,-0.426,136,4,5
4304,נוב,Nov,310,"1,026",-0.216,170,5,5
4007,יונתן,Yonatan,320,802,-0.164,182,5,5
4019,מיצר,Mezar,310,322,-0.143,186,5,5
4701,רמת מגשימים,Ramat Magshimim,320,784,-0.059,206,5,5
4015,בני יהודה,Bene Yehuda,370,"1,129",0.046,233,5,6
4024,קלע,Qela,370,390,0.239,298,6,6
4011,אבני איתן,Avne Etan,310,811,0.240,299,6,6
4004,כפר חרוב,Kefar Haruv,330,478,0.488,411,7,7
4013,אורטל,Ortal,330,369,0.496,414,7,7
4503,עין זיוון,En Ziwan,330,427,0.526,425,7,7
4026,חד-נס,Had-Nes,370,877,0.527,427,7,7
4022,גשור,Geshur,330,310,0.597,454,7,7
4002,אלי-עד,Eli-Ad,310,457,0.612,463,7,7
4551,נאות גולן,Ne'ot Golan,310,670,0.612,464,7,7
4101,מרום גולן,Merom Golan,330,754,0.639,480,7,7
4301,אפיק,Afiq,330,357,0.642,483,7,7
4012,אניעם,Ani'am,310,502,0.682,501,7,7
4021,גבעת יואב,Giv'at Yo'av,310,728,0.682,502,7,7
4003,אל -רום,El-Rom,330,442,0.708,517,7,7
4204,מבוא חמה,Mevo Hamma,330,459,0.717,520,7,7
4303,"נווה אטי""ב",Newe Ativ,310,141,0.858,594,7,..
4010,אודם,Odem,320,175,1.084,699,8,8
4028,כנף,Kanaf,310,466,1.087,701,8,8
4009,שעל,Sha'al,310,316,1.187,748,8,8
4025,קדמת צבי,Qidmat Zevi,310,537,1.239,775,8,8
4702,רמות,Ramot,310,544,1.275,790,8,8
4008,מעלה גמלא,Ma'ale Gamla,310,574,1.388,833,8,8
3653,מעלה עמוס,Ma'ale Amos,370,822,-1.141,52,2,2
3794,בת עין,Bat Ayin,370,"1,672",-1.013,62,3,3
3754,אספר,Asfar,370,"1,114",-1.002,63,3,2
3561,מגדל עוז,Migdal Oz,330,566,-0.664,106,3,3
3488,כפר עציון,Kefar Ezyon,330,"1,278",-0.437,132,4,4
3726,נוקדים,Noqedim,190,"2,762",-0.056,207,5,5
3766,כרמי צור,Karme Zur,370,965,0.011,227,5,5
3563,תקוע,Teqoa,190,"4,312",0.130,252,6,5
3604,אלון שבות,Allon Shevut,190,"3,003",0.415,376,7,6
3602,ראש צורים,Rosh Zurim,330,948,0.463,395,7,7
3618,אלעזר,El'azar,190,"2,561",0.601,456,7,7
3781,קדר,Qedar,370,"1,617",0.633,475,7,7
3725,נווה דניאל,Newe Daniyyel,190,"2,360",0.724,523,7,7
3603,הר גילה,Har Gillo,370,"1,648",0.827,575,7,7
856,שעלבים,Sha'alvim,330,"1,886",-0.281,159,5,5
759,יציץ,Yaziz,310,826,0.479,404,7,7
711,עזריה,Azarya,310,"1,237",0.547,438,7,7
370,גזר,Gezer,330,311,0.654,491,7,7
64,"יד רמב""ם",Yad Rambam,310,"1,139",0.686,505,7,7
839,פתחיה,Petahya,310,886,0.704,514,7,7
838,פדיה,Pedaya,310,827,0.734,532,7,7
757,מצליח,Mazliah,310,"1,343",0.740,534,7,7
158,נען,Na'an,330,"1,771",0.756,547,7,7
301,בית עוזיאל,Bet Uzzi'el,310,650,0.843,583,7,7
828,ישרש,Yashresh,310,983,0.861,595,7,7
862,גני יוחנן,Ganne Yohanan,310,601,0.995,661,7,7
1333,נוף איילון,Nof Ayyalon,190,"2,081",1.121,721,8,7
435,נצר סרני,Nezer Sereni,330,945,1.133,725,8,8
670,משמר איילון,Mishmar Ayyalon,310,573,1.533,875,9,9
1050,בית חשמונאי,Bet Hashmonay,190,"2,166",1.585,892,9,9
160,חולדה,Hulda,330,"1,169",1.610,904,9,9
735,רמות מאיר,Ramot Me'ir,310,755,1.614,906,9,9
1103,גני הדר,Ganne Hadar,350,354,1.655,916,9,9
2010,כפר בן נון,Kefar Bin Nun,310,742,1.658,918,9,9
743,כפר שמואל,Kefar Shemu'el,310,970,1.693,927,9,9
610,סתרייה,Sitriyya,310,"1,092",1.735,946,9,9
177,"כפר ביל""ו",Kefar Bilu,310,"1,253",1.749,950,9,9
563,משמר דוד,Mishmar Dawid,330,"1,304",1.891,975,9,10
1264,כרמי יוסף,Karme Yosef,350,"1,757",2.262,994,9,10
156,עיינות,Ayanot,340,404,-1.728,21,2,2
597,פלמחים,Palmahim,330,743,1.329,810,8,8
853,גאליה,Ge'alya,310,942,1.505,870,9,9
159,בית חנן,Bet Hanan,310,523,1.537,879,9,9
582,כפר הנגיד,Kefar HaNagid,310,"1,223",1.682,926,9,9
311,גן שורק,Gan Soreq,310,701,1.808,961,9,9
1336,אירוס,Irus,370,830,1.861,968,9,9
174,נטעים,Neta'im,310,636,1.940,977,9,10
202,בית עובד,Bet Oved,310,253,1.966,981,9,10
1076,בית ברל,Bet Berl,340,226,-0.472,127,4,7
184,רמת הכובש,Ramat HaKovesh,330,"1,183",0.542,433,7,7
841,אלישמע,Elishama,310,"1,166",0.634,477,7,7
718,ירחיב,Yarhiv,310,"1,088",0.683,503,7,7
686,נווה ימין,Newe Yamin,310,"1,065",0.753,544,7,7
808,ניר אליהו,Nir Eliyyahu,330,564,0.869,599,7,7
716,אייל,Eyal,330,549,1.167,737,8,8
1148,צור נתן,Zur Natan,320,299,1.176,743,8,8
355,חורשים,Horeshim,330,351,1.177,744,8,8
705,נחשונים,Nahshonim,330,435,1.214,765,8,8
870,גבעת השלושה,Giv'at HaShelosha,330,900,1.258,786,8,8
871,עינת,Enat,330,841,1.281,793,8,8
1345,צור יצחק,Zur Yizhaq,180,"6,855",1.349,818,8,9
717,חגור,Hagor,310,"1,152",1.372,829,8,8
2015,שדי חמד,Sede Hemed,310,953,1.404,842,8,9
98,"כפר מל""ל",Kefar Malal,310,324,1.496,869,9,9
1315,מתן,Mattan,190,"3,630",1.524,874,9,9
858,נווה ירק,Newe Yaraq,310,"1,271",1.534,876,9,9
2035,עדנים,Adanim,310,509,1.538,881,9,9
230,מעש,Ma'as,310,836,1.548,884,9,9
249,כפר סירקין,Kefar Sirkin,310,"1,544",1.633,911,9,9
183,ירקונה,Yarqona,310,358,1.655,917,9,9
239,גן חיים,Gan Hayyim,310,811,1.716,938,9,9
128,גת רימון,Gat Rimmon,350,317,1.761,952,9,9
722,מגשימים,Magshimim,310,"1,090",1.805,958,9,9
207,"גבעת ח""ן",Giv'at Hen,310,364,1.807,960,9,9
206,רמות השבים,Ramot HaShavim,350,"1,694",1.844,966,9,9
198,צופית,Zofit,310,"1,327",1.876,971,9,10
284,שדה ורבורג,Sede Warburg,310,"1,436",1.895,976,9,10
218,גני עם,Ganne Am,350,235,1.951,978,9,9
1236,נירית,Nirit,370,952,2.396,995,9,10
95,בית אלפא,Bet Alfa,330,"1,333",-1.768,20,2,2
547,טמרה (יזרעאל),Tamra (Yizre'el),450,"1,654",-1.227,45,2,2
635,מוקייבלה,Muqeible,290,"4,258",-1.072,57,3,2
524,נאעורה,Na'ura,290,"2,392",-0.928,69,3,3
497,טייבה (בעמק),Tayibe(Baemeq),450,"1,964",-0.889,74,3,2
86,גבע,Geva,330,605,-0.612,112,3,3
89,עין חרוד (איחוד),En Harod (Ihud),330,540,-0.591,114,4,4
452,יזרעאל,Yizre'el,330,535,-0.506,121,4,4
113,אדירים,Addirim,310,278,-0.367,148,4,5
145,גדיש,Gadish,310,414,-0.280,160,5,5
636,צנדלה,Sandala,450,"1,678",-0.178,178,5,5
442,גדעונה,Gid'ona,350,505,0.122,247,6,6
1155,מגן שאול,Magen Sha'ul,310,735,0.184,272,6,6
84,תל יוסף,Tel Yosef,330,564,0.240,300,6,6
164,מלאה,Mele'a,310,375,0.265,312,6,6
1110,חבר,Hever,350,800,0.312,329,6,6
82,עין חרוד (מאוחד),En Harod(Me'uhad),330,780,0.317,332,6,6
2053,פרזון,Perazon,310,361,0.354,348,6,7
165,ניר יפה,Nir Yafe,310,730,0.391,364,7,7
1108,אומן,Omen,350,559,0.400,368,7,6
2052,אביטל,Avital,310,489,0.475,400,7,7
141,ברק,Baraq,310,396,0.558,441,7,7
90,חפצי-בה,Hefzi-Bah,330,757,0.628,474,7,7
2054,מיטב,Metav,310,460,0.644,484,7,7
242,בית השיטה,Bet HaShitta,330,"1,258",0.659,492,7,7
1274,גן נר,Gan Ner,190,"2,670",0.870,601,7,7
269,מולדת,Moledet,320,"1,096",0.954,643,7,7
339,רמת צבי,Ramat Zevi,310,765,1.061,690,8,7
833,נורית,Nurit,370,244,1.108,715,8,7
146,דבורה,Devora,310,218,1.113,719,8,8
85,כפר יחזקאל,Kefar Yehezqel,310,"1,158",1.194,751,8,8
1069,רם-און,Ram-On,310,984,1.356,819,8,8
667,ברעם,Bar'am,330,638,-1.353,35,2,2
578,סאסא,Sasa,330,411,-0.738,96,3,4
76,כפר גלעדי,Kefar Gil'adi,330,689,-0.006,223,5,5
1213,צבעון,Ziv'on,330,338,0.173,269,6,6
623,יראון,Yir'on,330,406,0.243,302,6,5
366,שמיר,Shamir,330,911,0.378,357,7,7
443,כפר הנשיא,Kefar HaNasi,330,955,0.379,358,7,7
596,מלכייה,Malkiyya,330,436,0.429,385,7,7
852,גונן,Gonen,330,368,0.472,398,7,7
347,מנרה,Menara,330,266,0.476,401,7,7
378,משגב עם,Misgav Am,330,358,0.546,436,7,7
302,דפנה,Dafna,330,995,0.611,462,7,7
319,עמיר,Amir,330,600,0.641,482,7,7
357,כפר בלום,Kefar Blum,330,765,0.647,486,7,7
308,מחניים,Mahanayim,330,815,0.649,487,7,7
35,גדות,Gadot,330,447,0.651,488,7,7
77,איילת השחר,Ayyelet HaShahar,330,"1,111",0.668,494,7,7
253,חולתה,Hulata,330,719,0.698,511,7,7
385,עמיעד,Ammi'ad,330,483,0.731,527,7,7
408,נאות מרדכי,Ne'ot Mordekhay,330,675,0.740,535,7,7
380,להבות הבשן,Lahavot HaBashan,330,896,0.752,542,7,7
1211,קדרים,Qaddarim,330,292,0.782,555,7,7
329,שדה נחמיה,Sede Nehemya,330,"1,271",0.830,576,7,7
345,כפר סאלד,Kefar Szold,330,717,0.888,614,7,7
416,מעיין ברוך,Ma'yan Barukh,330,722,0.942,635,7,7
453,יפתח,Yiftah,330,607,0.944,638,7,7
303,דן,Dan,330,781,0.956,646,7,7
356,הגושרים,HaGosherim,330,996,0.986,658,7,7
1132,שניר,Senir,330,641,1.152,732,8,8
1322,הודיות,Hodayot,340,303,-2.499,8,1,1
585,לביא,Lavi,330,616,-0.797,84,3,2
371,כדורי,Kadoorie,340,213,-0.757,91,3,3
307,הזורעים,HaZore'im,310,"1,108",-0.236,164,5,5
786,כפר זיתים,Kefar Zetim,310,793,-0.223,167,5,5
1162,בית רימון,Bet Rimmon,330,908,0.370,354,6,6
721,שדה אילן,Sede Ilan,310,658,0.604,460,7,7
365,בית קשת,Bet Qeshet,330,713,0.692,509,7,7
701,ארבל,Arbel,310,766,0.704,515,7,7
49,אילנייה,Ilaniyya,310,486,0.887,613,7,7
1190,מצפה נטופה,Mizpe Netofa,370,"1,054",0.893,617,7,7
306,שדמות דבורה,Shadmot Devora,310,687,1.063,691,8,8
58,מצפה,Mizpa,350,128,1.092,708,8,8
292,שרונה,Sharona,310,573,1.137,727,8,8
1293,גבעת אבני,Giv'at Avni,190,"2,099",1.151,731,8,8
255,כפר חיטים,Kefar Hittim,320,618,1.155,733,8,8
1258,מסד,Massad,370,387,1.296,797,8,9
388,כפר קיש,Kefar Kisch,310,655,1.375,830,8,8
1176,ספיר,Sappir,350,503,0.117,246,6,6
13,חצבה,Hazeva,310,693,0.617,466,7,7
806,עין יהב,En Yahav,310,802,0.751,539,7,7
1262,צוקים,Zuqim,370,346,0.769,549,7,7
1175,עידן,Iddan,310,407,1.087,700,8,8
1151,פארן,Paran,310,508,1.232,771,8,8
1150,צופר,Zofar,310,463,1.330,812,8,8
3723,פני חבר,Pene Hever,370,729,-1.381,32,2,2
3657,מעון,Ma'on,320,592,-0.534,120,4,4
3748,עתניאל,Otni'el,370,993,-0.307,155,5,5
3719,תלם,Telem,320,520,-0.266,162,5,4
3724,נגוהות,Negohot,370,468,-0.221,169,5,5
3764,חגי,Haggay,370,701,-0.166,181,5,5
3656,כרמל,Karmel,320,467,-0.077,203,5,5
3759,אדורה,Adora,370,474,0.049,234,5,5
3784,שמעה,Shim'a,370,886,0.089,241,6,6
3745,מצדות יהודה,Mezadot Yehuda,320,634,0.102,244,6,5
3756,סוסיה,Suseya,370,"1,376",0.129,251,6,5
3743,טנא,Tene,370,964,0.447,391,7,7
3777,סנסנה,Sansana,370,665,0.954,644,7,7
3722,אשכולות,Eshkolot,370,609,1.018,671,7,7
990,ראס עלי,Ras Ali,450,655,-1.931,18,2,1
890,כפר הנוער הדתי,Kefar HaNo'ar Hadati,340,376,-1.510,26,2,2
652,אבטין,Ibtin,290,"2,894",-1.363,33,2,2
1321,ח'ואלד,Khawaled,450,728,-1.315,37,2,2
178,רמת יוחנן,Ramat Yohanan,330,"1,017",-0.679,103,3,3
96,יגור,Yagur,330,"1,630",-0.358,150,4,4
237,שער העמקים,Sha'ar HaAmaqim,330,715,0.300,323,6,6
889,כפר חסידים ב',Kefar Hasidim Bet,350,305,0.490,412,7,7
254,כפר המכבי,Kefar HaMakkabbi,330,410,0.840,580,7,7
278,אושה,Usha,330,588,0.871,603,7,7
112,כפר חסידים א',Kefar Hasidim Alef,310,546,1.170,739,8,7
220,כפר ביאליק,Kefar Bialik,310,683,1.207,760,8,9
1284,נופית,Nofit,190,"2,551",2.033,988,9,10
1197,נאות סמדר,Ne'ot Smadar,330,227,-1.937,17,2,1
1156,סמר,Samar,330,270,-1.144,51,2,3
866,יטבתה,Yotvata,330,735,-1.033,59,3,3
1248,אליפז,Elifaz,330,166,-0.755,92,3,4
1052,קטורה,Qetura,330,506,-0.323,152,5,4
1126,אילות,Elot,330,362,-0.197,173,5,5
1255,לוטן,Lotan,330,201,0.362,351,6,6
1129,גרופית,Gerofit,330,252,0.447,390,7,6
1266,שחרות,Shaharut,370,179,0.465,396,7,7
21,באר אורה,Be'er Ora,370,"1,220",0.777,552,7,7
1158,יהל,Yahel,330,231,1.031,677,7,7
334,קבוצת יבנה,Qevuzat Yavne,330,951,-1.360,34,2,2
1094,כרם יבנה (ישיבה),Kerem Yavne(Yeshiva),340,538,-0.878,75,3,3
848,בית רבן,Bet Rabban,340,902,-0.872,76,3,4
760,בן זכאי,Ben Zakkay,310,"1,086",0.201,280,6,5
720,ניר גלים,Nir Gallim,320,"1,387",0.544,435,7,7
592,בני דרום,Bene Darom,320,950,0.912,625,7,7
571,בית גמליאל,Bet Gamli'el,310,"1,026",1.173,741,8,8
1084,בן שמן (כפר נוער),Ben Shemen(K.No'ar),340,666,-0.795,85,3,3
1141,מבוא מודיעים,Mevo Modi'im,370,248,-0.618,111,3,3
2038,ברקת,Bareqet,191,"2,191",-0.542,119,4,4
450,בארות יצחק,Be'erot Yizhaq,330,470,-0.486,126,4,5
804,אחיסמך,Ahisamakh,310,"1,418",-0.017,220,5,6
449,נחלים,Nehalim,310,"1,848",0.123,248,6,6
604,בית עריף,Bet Arif,310,"1,202",0.419,381,7,7
618,חדיד,Hadid,310,913,0.440,389,7,7
257,נופך,Nofekh,370,610,0.485,410,7,7
663,טירת יהודה,Tirat Yehuda,310,"1,211",0.749,537,7,7
802,"גבעת כ""ח",Giv'at Koah,310,887,0.852,586,7,7
745,גמזו,Gimzo,310,"1,198",0.962,648,7,7
784,בית נחמיה,Bet Nehemya,310,893,1.169,738,8,8
616,רינתיה,Rinnatya,310,"1,192",1.253,784,8,8
863,גינתון,Ginnaton,310,920,1.278,792,8,8
1166,כפר רות,Kefar Rut,310,284,1.566,887,9,9
673,כפר טרומן,Kefar Truman,310,907,1.601,898,9,9
1310,לפיד,Lappid,190,"2,322",1.639,913,9,9
606,מזור,Mazor,310,"1,330",1.713,936,9,9
1165,שילת,Shilat,310,788,1.721,939,9,9
2013,בן שמן (מושב),Ben Shemen (Moshav),310,876,1.727,943,9,9
707,כפר דניאל,Kefar Daniyyel,320,684,1.970,982,9,10
448,בני עטרות,Bene Atarot,310,960,2.016,984,9,10
107,כפר סילבר,Kefar Silver,340,406,-1.341,36,2,2
820,חלץ,Helez,310,484,-0.213,172,5,5
1419,ניצן ב',Nizzan B,350,375,-0.113,193,5,5
746,ברכיה,Berekhya,310,"1,252",-0.052,208,5,5
747,בית שקמה,Bet Shiqma,310,878,0.010,226,5,5
351,ניצן,Nizzan,190,"2,660",0.068,237,5,5
791,משען,Mash'en,310,"1,069",0.265,311,6,6
726,הודייה,Hodiyya,310,617,0.280,315,6,6
1376,באר גנים,Be'er Gannim,370,"1,966",0.533,429,7,7
1323,בת הדר,Bat Hadar,350,771,0.889,615,7,7
342,גברעם,Gevar'am,330,668,1.036,681,7,7
768,כרמייה,Karmiyya,330,595,1.107,714,8,8
584,זיקים,Ziqim,330,894,1.113,717,8,8
358,יד מרדכי,Yad Mordekhay,330,792,1.174,742,8,8
573,מבקיעים,Mavqi'im,310,509,1.226,769,8,7
744,תלמי יפה,Talme Yafe,320,810,1.246,779,8,8
699,ניר ישראל,Nir Yisra'el,310,892,1.299,798,8,8
359,ניצנים,Nizzanim,330,613,1.309,802,8,7
824,כוכב מיכאל,Kokhav Mikha'el,310,"1,104",1.322,807,8,8
706,גיאה,Ge'a,310,980,1.377,831,8,9
1242,נתיב העשרה,Netiv Haasara,310,900,1.477,862,9,9
694,מעגן מיכאל,Ma'agan Mikha'el,193,"2,068",-1.243,43,2,2
212,בית צבי,Bet Zevi,340,309,-1.237,44,2,2
1320,עין חוד,Ein Hod,450,318,-0.867,77,3,3
102,מאיר שפיה,Me'ir Shefeya,340,349,-0.850,79,3,3
427,כפר גלים,Kefar Gallim,340,378,-0.669,104,3,4
769,ניר עציון,Nir Ezyon,320,968,-0.590,115,4,4
327,שדות ים,Sedot Yam,330,"1,091",-0.350,151,5,5
612,צרופה,Zerufa,310,"1,152",0.754,545,7,7
312,נווה ים,Newe Yam,330,237,0.908,623,7,7
317,בית אורן,Bet Oren,330,560,0.956,645,7,7
74,עין הוד,En Hod,370,665,1.019,672,7,7
810,עופר,Ofer,310,660,1.033,680,7,7
53,עתלית,Atlit,170,"10,454",1.118,720,8,7
33,בת שלמה,Bat Shelomo,310,648,1.125,723,8,8
433,נחשולים,Nahsholim,330,700,1.200,754,8,8
290,מעיין צבי,Ma'yan Zevi,330,762,1.201,756,8,8
434,החותרים,HaHoterim,330,915,1.357,820,8,8
689,מגדים,Megadim,310,"1,388",1.367,826,8,9
683,גבע כרמל,Geva Karmel,310,"1,177",1.379,832,8,9
738,דור,Dor,310,451,1.390,835,8,9
426,עין כרמל,En Karmel,330,930,1.429,847,8,9
687,עין איילה,En Ayyala,310,"1,159",1.446,853,8,9
800,בית חנניה,Bet Hananya,310,923,1.620,907,9,9
580,"כרם מהר""ל",Kerem Maharal,310,768,1.712,935,9,9
675,הבונים,HaBonim,320,386,1.845,967,9,9
1167,קיסריה,Qesaryya,180,"5,783",1.998,983,9,9
232,שפיים,Shefayim,330,"1,346",0.591,452,7,7
287,תל יצחק,Tel Yizhaq,330,822,0.795,563,7,5
842,געש,Ga'ash,330,921,0.871,602,7,7
417,יקום,Yaqum,330,790,0.904,619,7,7
346,גליל ים,Gelil Yam,330,529,0.926,630,7,8
1024,חרוצים,Haruzim,350,906,1.038,683,7,7
288,בית יהושע,Bet Yehoshua,310,"1,118",1.596,896,9,9
446,אודים,Udim,310,"1,405",1.675,922,9,9
247,רשפון,Rishpon,310,"1,483",1.767,954,9,9
418,בני ציון,Bene Ziyyon,310,"1,334",1.867,969,9,9
316,כפר נטר,Kefar Netter,310,"1,159",1.884,974,9,10
389,בצרה,Bazra,310,"1,205",2.056,989,9,10
1324,ארסוף,Arsuf,350,174,3.632,996,10,10
1339,אל -עזי,Al-Azy,450,197,-1.686,23,2,1
1133,ורדון,Wardon,350,264,0.571,446,7,7
2045,נחלה,Nahala,310,705,0.624,471,7,7
393,גלאון,Gal'on,330,602,0.714,518,7,7
340,גת (קיבוץ),Gat(Qibbuz),330,943,0.944,637,7,7
16,בית ניר,Bet Nir,330,617,0.968,650,7,7
619,בית גוברין,Bet Guvrin,330,447,1.134,726,8,7
315,נגבה,Negba,330,967,1.193,750,8,8
2046,סגולה,Segulla,310,738,1.205,758,8,8
564,רבדים,Revadim,330,825,1.320,805,8,8
274,כפר מנחם,Kefar Menahem,330,"1,366",1.328,809,8,8
293,שדה יואב,Sede Yo'av,330,594,1.464,855,8,9
888,"כפר הרי""ף",Kefar Harif,310,844,1.652,914,9,9
767,פורת,Porat,310,"1,284",-0.154,183,5,5
170,כפר יעבץ,Kefar Ya'bez,310,676,0.148,256,6,6
2002,תנובות,Tenuvot,310,847,0.543,434,7,7
837,עזריאל,Azri'el,310,872,0.618,467,7,7
379,גאולים,Ge'ulim,310,985,0.826,574,7,7
661,שער אפרים,Sha'ar Efrayim,310,"1,956",0.869,600,7,7
753,ינוב,Yanuv,310,928,1.043,684,7,7
851,ניצני עוז,Nizzane Oz,310,"1,114",1.052,686,8,8
880,עין שריד,En Sarid,350,"1,647",1.158,734,8,8
1044,יעף,Ye'af,350,315,1.482,863,9,9
